County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2022,School Number,School Name,Instruction Type,Charter Type,AEA,Magnet Status,Residential Facility,NCES School ID,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2022,School Status,School Status Date,Update Date
'233,VAL VERDE COUNTY,'15,'15,'15,'233903,COMSTOCK ISD,INDEPENDENT,'4814920,P O BOX 905,COMSTOCK,TX,78837-0905,101 SANDERSON ST,COMSTOCK,TX,78837-0905,(432) 292-4444,(432) 292-4436,lwineinger@comstockisd.net,www.comstockisd.net,MR LANCE WINEINGER   ,222,'233903001,COMSTOCK SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'481492000991,P O BOX 905,COMSTOCK,TX,78837-0905,101 SANDERSON ST,COMSTOCK,TX,78837-0905,(432) 292-4444,(432) 292-4436,okwolf@comstockisd.net,www.comstockisd.net,MS LAURA K PARKER   ,'KG-12,222,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'07,'07,'07,'234801,RANCH ACADEMY,CHARTER,'4800171,3120 VZCR 2318,CANTON,TX,75103,3120 VZCR 2318,CANTON,TX,75103,(903) 939-8000 ext:1000,(903) 200-2919,mpardue@raschools.com,www.raschools.com,MS MELISSA PARDUE   ,93,'234801001,RANCH ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,Y,'480017108398,3120 VZCR 2318,CANTON,TX,75103,3120 VZCR 2318,CANTON,TX,75103,(903) 939-8000,(903) 200-2919,bblair@raschools.com,www.raschools.com,MR BRUCE BLAIR   ,'06-12,93,Active,1/1/99,8/8/23 5:38
'234,VAN ZANDT COUNTY,'10,'10,'07,'234902,CANTON ISD,INDEPENDENT,'4812750,1045 S BUFFALO,CANTON,TX,75103-1799,1045 S BUFFALO,CANTON,TX,75103-1799,(903) 567-4179,(903) 567-2370,stwilk@cantonisd.com,www.cantonisd.net,DR BRIAN NICHOLS   ,2303,'234902001,CANTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'481275000769,1110 W HWY 243,CANTON,TX,75103-2031,1110 W HWY 243,CANTON,TX,75103-2031,(903) 567-6561,(903) 567-6562,wrhoten@cantonisd.com,,MRS LISA PARKER   ,'09-12,653,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'07,'07,'07,'234903,EDGEWOOD ISD,INDEPENDENT,'4818120,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8003,(903) 896-4306,kprater@edgewood-isd.net,www.edgewood-isd.net,MRS KRISTIN PRATER   ,1042,'234903001,EDGEWOOD H S,REGULAR INSTRUCTIONAL,,N,N,N,'481812001634,804 E PINE ST,EDGEWOOD,TX,75117-0006,804 E PINE,EDGEWOOD,TX,75117-0006,(903) 896-4332 ext:8091,(903) 896-4306,jhohnstreiter@edgewood-isd.net,www.edgewood-isd.net,MR JOHN HOHNSTREITER   ,'09-12,314,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'07,'07,'07,'234904,GRAND SALINE ISD,INDEPENDENT,'4821450,400 STADIUM DR,GRAND SALINE,TX,75140-1149,400 STADIUM DR,GRAND SALINE,TX,75140-1149,(903) 962-7546,(903) 962-7464,micah.lewis@grandsalineisd.net,www.grandsalineisd.net,MR MICAH L LEWIS   ,1214,'234904001,GRAND SALINE H S,REGULAR INSTRUCTIONAL,,N,N,N,'482145002166,500 STADIUM DR,GRAND SALINE,TX,75140-1038,500 STADIUM DR,GRAND SALINE,TX,75140-1038,(903) 962-7533 ext:203 ,(903) 962-7482,jlamb@grandsalineisd.net,www.grandsalineisd.net,MR JIMMY LAMB   ,'09-12,341,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'07,'07,'07,'234905,MARTINS MILL ISD,INDEPENDENT,'4829220,301 F M 1861,MARTIN'S MILL,TX,75754,301 F M 1861,MARTIN'S MILL,TX,75754,(903) 479-3872 ext:221 ,(903) 479-3711,styner@martinsmillisd.net,www.martinsmillisd.net,MR SCOTT TYNER   ,495,'234905001,MARTINS MILL H S,REGULAR INSTRUCTIONAL,,N,N,N,'482922005776,301 F M 1861,MARTIN'S MILL,TX,75754-9699,301 F M 1861,MARTIN'S MILL,TX,75754-9699,(903) 479-3234,(903) 479-3486,bwinstead@martinsmillisd.net,,MR BUDDY WINSTEAD   ,'06-12,211,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'07,'07,'07,'234906,VAN ISD,INDEPENDENT,'4843920,P O BOX 697,VAN,TX,75790-0697,549 E TEXAS ST,VAN,TX,75790-0697,(903) 963-8710,(903) 963-8799,sarah.hobbs@vanisd.org,www.vanisd.org,MR DON DUNN   ,2407,'234906001,VAN H S,REGULAR INSTRUCTIONAL,,N,N,N,'484392004985,P O BOX 697,VAN,TX,75790-0697,985 N MAPLE,VAN,TX,75790-0697,(903) 963-8623,(903) 963-5591,jeff.hutchins@vanisd.org,,MR JEFF HUTCHINS   ,'09-12,793,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'10,'10,'07,'234907,WILLS POINT ISD,INDEPENDENT,'4845950,338 W N COMMERCE ST,WILLS POINT,TX,75169-2504,338 W N COMMERCE ST,WILLS POINT,TX,75169-2504,(903) 873-5100 ext:7001,(903) 873-2462,richard.cooper@wpisd.com,www.wpisd.com,MR RICHARD COOPER   ,2765,'234907002,WILLS POINT H S,REGULAR INSTRUCTIONAL,,N,N,N,'484595005231,1800 W S COMMERCE,WILLS POINT,TX,75169-2378,1800 W S COMMERCE,WILLS POINT,TX,75169-2378,(903) 873-2371,(903) 873-6008,kelly.harle@wpisd.com,wphs.wpisd.com,MRS KELLY HARLE   ,'09-12,803,Active, ,8/8/23 5:38
'234,VAN ZANDT COUNTY,'07,'07,'07,'234909,FRUITVALE ISD,INDEPENDENT,'4820070,P O BOX 77,FRUITVALE,TX,75127-0077,244 VZCR 1910,FRUITVALE,TX,75127-9799,(903) 896-1191,(903) 896-1011,bainr@fruitvaleisd.com,www.fruitvaleisd.com,MRS REBECCA BAIN   ,398,'234909001,FRUITVALE H S,REGULAR INSTRUCTIONAL,,N,N,N,'482007005476,P O BOX 77,FRUITVALE,TX,75127-0077,141 VZCR 1901,FRUITVALE,TX,75127-9799,(903) 896-4363,(903) 896-4216,milamw@fruitvaleisd.com,www.fruitvaleisd.com,MR ALBERT ABSHIRE   ,'09-12,108,Active,8/7/79,8/8/23 5:38
'235,VICTORIA COUNTY,'03,'03,'03,'235901,BLOOMINGTON ISD,INDEPENDENT,'4810500,P O BOX 158,BLOOMINGTON,TX,77951-0158,131 N WILLIAMS,PLACEDO,TX,77977,(361) 333-8016,(361) 333-8026,ERIC.CORMIER@bisd-tx.org,www.bisd-tx.org/,MR ERIC CORMIER   ,890,'235901001,BLOOMINGTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'481050000527,P O BOX 158,BLOOMINGTON,TX,77951-0158,2781 F M 616,BLOOMINGTON,TX,77951-0158,(361) 333-8011,(361) 333-8015,MISTY.MITCHELL@bisd-tx.org,www.bisd-tx.org,MISTY MITCHELL   ,'09-12,239,Active, ,8/8/23 5:38
'235,VICTORIA COUNTY,'03,'03,'03,'235902,VICTORIA ISD,INDEPENDENT,'4844150,P O BOX 1759,VICTORIA,TX,77902-1759,102 PROFIT DR,VICTORIA,TX,77901-7346,(361) 576-3131,(361) 788-9643,quintin.shepherd@visd.net,www.visd.net,DR QUINTIN D SHEPHERD   ,13246,'235902004,SECONDARY DAEP,DAEP INSTRUCTIONAL,,N,N,N,'484415007745,P O BOX 1759,VICTORIA,TX,77902,3002 E N ST,VICTORIA,TX,77901,(361) 788-9658,(361) 788-9665,tedrick.valentine@visd.net,,MR TEDRICK VALENTINE   ,'06-12,84,Active,2/3/88,8/8/23 5:38
'235,VICTORIA COUNTY,'03,'03,'03,'235904,NURSERY ISD,INDEPENDENT,'4833270,P O BOX 69,NURSERY,TX,77976-0069,13254 NURSERY DR,VICTORIA,TX,77904,(361) 575-6882,(361) 576-9212,lgajewskey@nurseryisd.org,www.nurseryisd.org,LARRY GAJEWSKI   ,135,'235904101,NURSERY EL,REGULAR INSTRUCTIONAL,,N,N,N,'483327003740,P O BOX 69,NURSERY,TX,77976-0069,13254 NURSERY DR,VICTORIA,TX,77904,(361) 575-6882,(361) 576-9212,lgajewskey@nurseryisd.org,www.nurseryisd.org,MRS JENNIFER SOUTHERN   ,'EE-05,135,Active,9/1/78,8/8/23 5:38
'236,WALKER COUNTY,'06,'06,'06,'236801,RAVEN SCHOOL,CHARTER,'4800048,143 FOREST SERVICE RD #233,NEW WAVERLY,TX,77358,143 FOREST SERVICE RD #233,NEW WAVERLY,TX,77358,(936) 344-6677,(936) 344-7236,tracy.bennett@rop.com,www.gctcw.org,TRACY BENNETT   ,56,'236801001,THOMAS BUZBEE VOCATIONAL SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,Y,'480004808075,143 FOREST SERVICE RD #233,NEW WAVERLY,TX,77358,143 FOREST SERVICE RD #233,NEW WAVERLY,TX,77358,(936) 344-6677,(936) 344-6396,tracy.bennett@rop.com,www.gctcw.org,TRACY BENNETT   ,'09-12,56,Active,7/1/96,8/8/23 5:38
'236,WALKER COUNTY,'06,'06,'06,'236802,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,CHARTER,'4801454,1908 BOBBY K MARK DR TEC 335,HUNTSVILLE,TX,77341,22801 ALDINE WESTFIELD RD,SPRING,TX,77373,(936) 294-3347,(936) 294-1102,sct017@shsu.edu,www.shsu.edu/charter-school/,STEVEN TONEY   ,501,'236802101,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,REGULAR INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,N,N,N,'480145413263,1908 BOBBY K MARK DR TEC 335,HUNTSVILLE,TX,77341,22801 ALDINE WESTFIELD RD,SPRING,TX,77373,(936) 294-1103,(936) 294-1102,rdk012@SHSU.EDU,,ALICIA HERNANDEZ   ,'KG-06,501,Active,8/28/17,8/8/23 5:38
'236,WALKER COUNTY,'06,'06,'06,'236901,NEW WAVERLY ISD,INDEPENDENT,'4832640,355 FRONT ST,NEW WAVERLY,TX,77358-3527,355 FRONT ST,NEW WAVERLY,TX,77358-3527,(936) 344-6751 ext:101 ,(936) 344-2438,dhail@new-waverly.k12.tx.us,www.new-waverly.k12.tx.us,DAROL HAIL   ,1065,'236901002,NEW WAVERLY H S,REGULAR INSTRUCTIONAL,,N,N,N,'483264003609,355 FRONT ST,NEW WAVERLY,TX,77358-3527,9464 HYW 75 S,NEW WAVERLY,TX,77358-0038,(936) 344-6451 ext:145 ,(936) 344-6113,KDRANE@NEW-WAVERLY.K12.TX.US,www.new-waverly.k12.tx.us,MR KRIS DRANE   ,'09-12,333,Active, ,8/8/23 5:38
'236,WALKER COUNTY,'06,'06,'06,'236902,HUNTSVILLE ISD,INDEPENDENT,'4824030,441 FM 2821 E,HUNTSVILLE,TX,77320-9298,441 FM 2821 E,HUNTSVILLE,TX,77320-9298,(936) 435-6300 ext:6306,(936) 435-6648,sodom@huntsville-isd.org,www.huntsville-isd.org/,DR SCOTT SHEPPARD   ,11313,'236902002,HUNTSVILLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'482403002658,441 FM 2821 E,HUNTSVILLE,TX,77320-9298,650 F M 2821 E,HUNTSVILLE,TX,77320-9297,(936) 435-6100,(936) 435-6621,pmtrevino@huntsville-isd.org,,PAUL TREVINO   ,'09-12,1797,Active, ,8/8/23 5:38
'236,WALKER COUNTY,'06,'06,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,'4800291,P O BOX 40,HUNTSVILLE,TX,77342-0040,802 FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,MS KRISTINA HARTMAN   ,0,'236903002,CLEMENS UNIT,REGULAR INSTRUCTIONAL,,N,N,N,',11034 HWY 36,BRAZORIA,TX,77422-9799,11034 HWY 36,BRAZORIA,TX,77422-9799,(979) 798-2188,(979) 798-2188,randy.fields@wsdtx.org,www.wsdtx.org,RANDY FIELDS   ,'UG,0,Active, ,8/8/23 5:38
'237,WALLER COUNTY,'04,'04,'04,'237902,HEMPSTEAD ISD,INDEPENDENT,'4822920,P O BOX 1007,HEMPSTEAD,TX,77445-1007,1440 13TH ST,HEMPSTEAD,TX,77445-1007,(979) 826-3304,(979) 826-5510,davenporta@hempsteadisd.org,www.hempsteadisd.org,HERBERT O'NEIL   ,1638,'237902001,HEMPSTEAD H S,REGULAR INSTRUCTIONAL,,N,N,N,'482292002321,P O BOX 1007,HEMPSTEAD,TX,77445-1007,801 DONOHO,HEMPSTEAD,TX,77445-1007,(979) 826-3331,(979) 826-4779,raymullenss@hempsteadisd.org,,LAKESHA MORGAN   ,'09-12,465,Active, ,8/8/23 5:38
'237,WALLER COUNTY,'04,'04,'04,'237904,WALLER ISD,INDEPENDENT,'4844430,2214 WALLER ST,WALLER,TX,77484,2214 WALLER ST,WALLER,TX,77484,(936) 931-3685,(936) 310-6589,kmoran@wallerisd.net,www.wallerisd.net,KEVIN MORAN   ,8834,'237904002,WALLER H S,REGULAR INSTRUCTIONAL,,N,N,N,'484443005073,31213 WALLER SPRING CREEK RD,WALLER,TX,77484,31213 WALLER SPRING CREEK RD,WALLER,TX,77484,(936) 372-3654,(936) 310-6164,sfletcher@wallerisd.net,www.wallerisd.net,STEPHANIE FLETCHER   ,'09-12,2639,Active, ,8/8/23 5:38
'237,WALLER COUNTY,'04,'04,'04,'237905,ROYAL ISD,INDEPENDENT,'4838190,P O BOX 489,PATTISON,TX,77466-0489,3714 FM 359,PATTISON,TX,77466,(281) 934-2248,(281) 934-3154,contactus@royal-isd.net,www.royal-isd.net,MR RICK KERSHNER   ,2637,'237905002,ROYAL H S,REGULAR INSTRUCTIONAL,,N,N,N,'483819004264,P O BOX 469,PATTISON,TX,77466-0469,34499 ROYAL RD,BROOKSHIRE,TX,77423-9418,(281) 934-2215,(281) 934-6616,contactus@royal-isd.net,,SHALONDA DUMAS   ,'09-12,842,Active, ,8/8/23 5:38
'238,WARD COUNTY,'18,'18,'18,'238902,MONAHANS-WICKETT-PYOTE ISD,INDEPENDENT,'4831170,606 S BETTY AVE,MONAHANS,TX,79756-5018,606 S BETTY AVE,MONAHANS,TX,79756-5018,(432) 943-6711,(432) 943-2307,casmith@mwpisd.esc18.net,www.mwpisd.esc18.net,CHAD A SMITH   ,2197,'238902001,MONAHANS H S,REGULAR INSTRUCTIONAL,,N,N,N,'483117003505,809 S BETTY ST,MONAHANS,TX,79756-5099,809 S BETTY ST,MONAHANS,TX,79756-5099,(432) 943-2519,(432) 943-3327,pacosta@mwpisd.esc18.net,www.mwpisd.esc18.net,DANIEL SHARP   ,'09-12,609,Active, ,8/8/23 5:38
'238,WARD COUNTY,'18,'18,'18,'238904,GRANDFALLS-ROYALTY ISD,INDEPENDENT,'4821480,P O BOX 10,GRANDFALLS,TX,79742-0010,115 AVE C,GRANDFALLS,TX,79742-0010,(432) 547-2266 ext:1002,(432) 547-2960,bhernandez@grisd.com,www.grisd.com/,MR BRYAN HERNANDEZ   ,137,'238904001,GRANDFALLS-ROYALTY SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482148002168,P O BOX 10,GRANDFALLS,TX,79742-0010,115 AVE C,GRANDFALLS,TX,79742-0010,(432) 547-2266,(432) 547-2960,bhernandez@grisd.com,www.grisd.com,MS DEEANNA BLANTON   ,'EE-12,137,Active, ,8/8/23 5:38
'239,WASHINGTON COUNTY,'06,'06,'06,'239901,BRENHAM ISD,INDEPENDENT,'4811280,P O BOX 1147,BRENHAM,TX,77834-1147,711 E MANSFIELD,BRENHAM,TX,77833-4732,(979) 277-3700,(979) 277-3701,tchaplin@brenhamk-12.net,www.brenhamisd.net,DR TYLOR CHAPLIN   ,4939,'239901001,BRENHAM H S,REGULAR INSTRUCTIONAL,,N,N,N,'481128000604,P O BOX 1147,BRENHAM,TX,77834-1147,525 A H EHRIG DR,BRENHAM,TX,77833-2487,(979) 277-3800,(979) 277-3801,info@brenhamisd.net,,MRS JENNIFER GRIFFIN   ,'09-12,1584,Active, ,8/8/23 5:38
'239,WASHINGTON COUNTY,'06,'06,'06,'239903,BURTON ISD,INDEPENDENT,'4812240,P O BOX 37,BURTON,TX,77835-0037,701 N RAILROAD ST,BURTON,TX,77835,(979) 289-3131,(979) 289-3076,ekennedy@stu.burtonisd.net,www.burtonisd.net,DR EDNA DAVIS KENNEDY   ,532,'239903001,BURTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'481224000726,P O BOX 499,BURTON,TX,77835-0499,917 N MAIN,BURTON,TX,77835-0037,(979) 289-3830,(979) 289-4609,mgoebel@stu.burtonisd.net,,MRS MICAH GOEBEL   ,'07-12,219,Active,9/1/69,8/8/23 5:38
'240,WEBB COUNTY,'01,'01,'01,'240503,TEXAS A&M INTERNATIONAL UNIVERSITY ISD,INDEPENDENT,',5201 UNIVERSITY BLVD,LAREDO,TX,78041,5201 UNIVERSITY BLVD,LAREDO,TX,78041,(956) 326-2523,(956) 326-2429,puribe@tamiu.edu,,DR PATRICIA E URIBE   ,0,'240503001,JULIETA&FRANK STAGGS ACAD OF INT'L & STEM STUDIES,REGULAR INSTRUCTIONAL,,N,N,N,',5201 UNIVERSITY BLVD,LAREDO,TX,78041,5201 UNIVERSITY BLVD,LAREDO,TX,78041,(956) 326-2523,(956) 326-2429,puribe@tamiu.edu,,DR PATRICIA E URIBE   ,'11-12,0,Active,8/18/14,8/8/23 5:38
'240,WEBB COUNTY,'01,'01,'01,'240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,CHARTER,'4800174,P O BOX 15644,SAN ANTONIO,TX,78212,1600 CLARK BLVD,LAREDO,TX,78043,(210) 227-0295,(210) 227-7879,frances.johnson@triumphpublicschools.org,www.triumphpublicschools.org,MRS FRANCES BERRONES-JOHNSON   ,215,'240801001,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO NORTH,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480017408403,1230 TOWNLAKE DR,LAREDO,TX,78041,1230 TOWNLAKE DR,LAREDO,TX,78041-5434,(956) 722-0747,(956) 722-0767,olga.trevino@triumphpublicschools.org,www.triumphpublicschools.org,VIOLETA VILLA   ,'09-12,125,Active, ,8/8/23 5:38
'240,WEBB COUNTY,'01,'01,'01,'240901,LAREDO ISD,INDEPENDENT,'4826790,2400 SAN BERNARDO AVE,LAREDO,TX,78040,2400 SAN BERNARDO AVE,LAREDO,TX,78040,(956) 273-1000,(956) 273-1403,agomez@laredoisd.org,www.laredoisd.org,DR SYLVIA G RIOS   ,20932,'240901001,MARTIN H S,REGULAR INSTRUCTIONAL,,N,N,N,'482679003023,2002 SAN BERNARDO AVE,LAREDO,TX,78040-3197,2002 SAN BERNARDO AVE,LAREDO,TX,78040-3197,(956) 273-7100,(956) 273-7394,mamireles@laredoisd.org,,MR MARIO ALBERTO MIRELES   ,'09-12,1914,Active, ,8/8/23 5:38
'240,WEBB COUNTY,'01,'01,'01,'240903,UNITED ISD,INDEPENDENT,'4843650,201 LINDENWOOD DR,LAREDO,TX,78045-2499,201 LINDENWOOD DR,LAREDO,TX,78045-2499,(956) 473-6201,(956) 728-8691,contactus@uisd.net,www.uisd.net,MR DAVID H GONZALEZ   ,41381,'240903001,UNITED H S,REGULAR INSTRUCTIONAL,,N,N,N,'484365004962,2811 UNITED AVE,LAREDO,TX,78045,2811 UNITED AVE,LAREDO,TX,78045,(956) 473-5600,(956) 473-1980,jcsalazar@uisd.net,www.uisd.net,MRS JESSICA SALAZAR   ,'09-12,3644,Active, ,8/8/23 5:38
'240,WEBB COUNTY,'01,'01,'01,'240904,WEBB CISD,INDEPENDENT,'4844810,P O BOX 206,BRUNI,TX,78344-0206,619 AVE F,BRUNI,TX,78344-0206,(361) 747-5415 ext:1002,(361) 747-5202,superintendent@webbcisd.com,www.webbcisd.org,DR HILDEGARDO H GARZA JR   ,245,'240904001,BRUNI H S,REGULAR INSTRUCTIONAL,,N,N,N,'484481005103,P O BOX 206,BRUNI,TX,78344,619 AVE F,BRUNI,TX,78344-0206,(361) 747-5415 ext:1014,(361) 747-5202,hh.garza@webbcisd.com,www.webbcisd.org,RICARDO G PEREZ   ,'09-12,88,Active,9/1/78,8/8/23 5:38
'241,WHARTON COUNTY,'03,'03,'03,'241901,BOLING ISD,INDEPENDENT,'4810780,P O BOX 160,BOLING,TX,77420,301 TEXAS AVE,BOLING,TX,77420,(979) 657-3271,(979) 657-3265,kjedlicka@bolingisd.net,www.bolingisd.net/,MR KEITH JEDLICKA   ,1146,'241901001,BOLING H S,REGULAR INSTRUCTIONAL,,N,N,N,'481078000541,DRAWER BOX 119,BOLING,TX,77420-0119,407 ATLANTIC ST,BOLING,TX,77420-0119,(979) 657-2816,(979) 657-2026,dcalbert@bolingisd.net,www.bolingisd.net,MR DAVID CALBERT   ,'09-12,314,Active, ,8/8/23 5:38
'241,WHARTON COUNTY,'03,'03,'03,'241902,EAST BERNARD ISD,INDEPENDENT,'4817830,723 COLLEGE ST,EAST BERNARD,TX,77435,723 COLLEGE ST,EAST BERNARD,TX,77435,(979) 335-7519 ext:127 ,(979) 335-6561,courtney.hudgins@ebisd.org,www.ebisd.org,MRS COURTNEY LAYNE HUDGINS   ,974,'241902001,EAST BERNARD H S,REGULAR INSTRUCTIONAL,,N,N,N,'481783001553,723 COLLEGE ST,EAST BERNARD,TX,77435,723 COLLEGE ST,EAST BERNARD,TX,77435,(979) 335-7519 ext:110 ,(979) 335-6085,doug.grigar@ebisd.org,www.ebisd.org,MR DOUG GRIGAR   ,'09-12,293,Active, ,8/8/23 5:38
'241,WHARTON COUNTY,'03,'03,'03,'241903,EL CAMPO ISD,INDEPENDENT,'4818280,700 W NORRIS,EL CAMPO,TX,77437-2499,700 W NORRIS ST,EL CAMPO,TX,77437-2499,(979) 543-6771 ext:424,(979) 543-1670,bcallaghan@ricebirds.net,www.ecisd.org,ROBERT BOB CALLAGHAN   ,3349,'241903001,EL CAMPO H S,REGULAR INSTRUCTIONAL,,N,N,N,'481828001654,600 W NORRIS ST,EL CAMPO,TX,77437-2499,600 W NORRIS ST,EL CAMPO,TX,77437-2499,(979) 543-6341,(979) 543-6575,pfleener@ricebirds.net,www.ecisd.org,PAUL FLEENER   ,'09-12,1062,Active, ,8/8/23 5:38
'241,WHARTON COUNTY,'03,'03,'03,'241904,WHARTON ISD,INDEPENDENT,'4845380,2100 N FULTON ST,WHARTON,TX,77488-3146,2100 N FULTON ST,WHARTON,TX,77488-3146,(979) 532-6201,(979) 532-6228,moguin@whartonisd.net,www.whartonisd.net,DR MICHAEL OGUIN SR   ,1844,'241904001,WHARTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'484538005165,#1 TIGER AVE,WHARTON,TX,77488-3146,#1 TIGER AVE,WHARTON,TX,77488-3146,(979) 532-6800,(979) 532-6807,rchandler@whartonisd.net,www.whartonisd.net,MR RICHARD CHANDLER   ,'09-12,570,Active, ,8/8/23 5:38
'241,WHARTON COUNTY,'03,'03,'03,'241906,LOUISE ISD,INDEPENDENT,'4828350,P O BOX 97,LOUISE,TX,77455-0097,408 SECOND ST,LOUISE,TX,77455-0097,(979) 648-2982 ext:105,(979) 648-2520,goliver@louiseisd.net,louiseisd.net,DR GARTH OLIVER   ,534,'241906001,LOUISE H S,REGULAR INSTRUCTIONAL,,N,N,N,'482835003167,P O BOX 97,LOUISE,TX,77455-0097,408 SECOND ST,LOUISE,TX,77455-0097,(979) 648-2202,(979) 648-2142,kskinner@louiseisd.net,louiseisd.net,KATRESE SKINNER   ,'09-12,159,Active, ,8/8/23 5:38
'242,WHEELER COUNTY,'16,'16,'16,'242902,SHAMROCK ISD,INDEPENDENT,'4839900,100 S ILLINOIS ST,SHAMROCK,TX,79079-2434,100 S ILLINOIS ST,SHAMROCK,TX,79079-2434,(806) 256-3492 ext:222 ,(806) 256-3628,SHIELDSK@SHAMROCKISD.NET,www.shamrockisd.net,KENNETH SHIELDS   ,360,'242902001,SHAMROCK H S,REGULAR INSTRUCTIONAL,,N,N,N,'483990004526,100 S ILLINOIS,SHAMROCK,TX,79079-2434,100 S ILLINOIS,SHAMROCK,TX,79079-2434,(806) 256-3492 ext:224 ,(806) 256-3628,SHIELDSK@SHAMROCKISD.NET,www.shamrockisd.net,MR TRAVIS BREITSCHOPF   ,'09-12,111,Active, ,8/8/23 5:38
'242,WHEELER COUNTY,'16,'16,'16,'242903,WHEELER ISD,INDEPENDENT,'4845420,P O BOX 1010,WHEELER,TX,79096-1010,1 MUSTANG DR,WHEELER,TX,79096-1010,(806) 826-5241,(806) 826-3118,bryan.markham@wheelerschools.net,www.wheelerschools.net,MR BRYAN MARKHAM   ,387,'242903001,WHEELER SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'484542005168,P O BOX 1010,WHEELER,TX,79096-1010,1 MUSTANG DR,WHEELER,TX,79096-1010,(806) 826-5534,(806) 826-3118,bryan.markham@wheelerschools.net,www.wheelerschools.net,MR MIKE BAILEY   MRS HEATHER HARDCASTLE   ,'EE-12,387,Active, ,8/8/23 5:38
'242,WHEELER COUNTY,'16,'16,'16,'242905,KELTON ISD,INDEPENDENT,'4825290,16703 FM 2697,WHEELER,TX,79096-7715,16703 FM 2697,WHEELER,TX,79096-7715,(806) 826-5795,(806) 826-5737,leslie.berry@region16.net,www.keltonisd.net,LESLIE BERRY   ,153,'242905001,KELTON ISD,REGULAR INSTRUCTIONAL,,N,N,N,'482529005755,16703 FM 2697,WHEELER,TX,79096-7715,16703 FM 2697,WHEELER,TX,79096-7715,(806) 826-5795,(806) 826-2502,leslie.berry@region16.net,www.keltonisd.net,ROBERT BRASS   ,'PK-12,153,Active, ,8/8/23 5:38
'242,WHEELER COUNTY,'16,'16,'16,'242906,FORT ELLIOTT CISD,INDEPENDENT,'4811400,P O BOX 138,BRISCOE,TX,79011-0138,501 E WILSON,BRISCOE,TX,79011-0138,(806) 375-2454,(806) 375-2327,frank.belcher@fecisd.net,fecisd.net,MR FRANK BELCHER   ,153,'242906001,FORT ELLIOTT SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'481140000616,P O BOX 138,BRISCOE,TX,79011-0138,501 E WILSON,BRISCOE,TX,79011-0138,(806) 375-2454,(806) 375-2327,frank.belcher@fecisd.net,,MR BRANDON MAHLER   ,'EE-12,153,Active,7/1/80,8/8/23 5:38
'243,WICHITA COUNTY,'09,'09,'09,'243901,BURKBURNETT ISD,INDEPENDENT,'4812120,100 N AVE D,BURKBURNETT,TX,76354-2499,100 N AVE D,BURKBURNETT,TX,76354-2499,(940) 569-3326,(940) 569-4776,brad.owen@burkburnettisd.org,www.burkburnettisd.org,DR BRAD OWEN   ,3211,'243901001,BURKBURNETT H S,REGULAR INSTRUCTIONAL,,N,N,N,'481212000707,109 W KRAMER RD,BURKBURNETT,TX,76354-2654,109 W KRAMER RD,BURKBURNETT,TX,76354-2654,(940) 569-1411,(940) 569-9700,ann.armendarez@burkburnettisd.org,www.burkburnettisd.org,MRS ANN ARMENDAREZ   ,'09-12,834,Active, ,8/8/23 5:38
